iter,AMPAS,Projection,MSA,FW,EG
1,-0.12156442409404486,-0.12156442409404486,-0.1670187837246331,-0.015919513333201876,-0.1214661450896946
2,-0.13032789393298105,-0.13316877410370087,-0.16639027721702127,-0.032084423829837935,-0.13278132879824328
3,-0.13508195548471666,-0.1393240399735472,-0.167321873230539,-0.04809112019127926,-0.13905946806682978
4,-0.13797980049841896,-0.14344652659413265,-0.16751688604568013,-0.06394115093909455,-0.143486548125388
5,-0.1401512601170482,-0.14656847329320538,-0.16754724247344718,-0.07963604943869051,-0.14669119159056293
6,-0.14196695455324435,-0.14920888115967393,-0.167321873230539,-0.09517733404765934,-0.14950065456330203
7,-0.14338189328813272,-0.15091751581582472,-0.16745541403850683,-0.09742226133737986,-0.1518448960063936
8,-0.14458803388313657,-0.1523428789071358,-0.16751688604568019,-0.1107638473058174,-0.15346939386251623
9,-0.14565725370444646,-0.15355562498018369,-0.16754177399270975,-0.11212757168609906,-0.15520241955822256
10,-0.14613692938816472,-0.15454344135739534,-0.16754724247344718,-0.11347060980780421,-0.15624204362059466
11,-0.14643539627273755,-0.1554508589256365,-0.1674816038856246,-0.1235031786042142,-0.15767191329865848
12,-0.146646365279279,-0.1562882121743343,-0.16751688604568013,-0.12433082071588948,-0.15833885571034695
13,-0.14680669856356332,-0.15712020816697495,-0.16753625253517493,-0.1251460270556317,-0.15961485317398286
14,-0.14693362470962845,-0.15790693988201993,-0.1675452006824513,-0.1259489844776618,-0.16009512352518432
15,-0.14703769546101492,-0.15862351184279147,-0.16754724247344718,-0.13274033599690793,-0.1612573939288492
16,-0.14712523181952122,-0.1593345752139396,-0.16751688604568013,-0.13326704311835694,-0.1618364776648229
17,-0.14720030328923261,-0.15996054927539793,-0.167532560612254,-0.13378589615664455,-0.16296188797385885
18,-0.1472656776971189,-0.16037135868282396,-0.16754177399270975,-0.139140971152182,-0.16331573296313912
19,-0.14732331853453712,-0.1607402280793975,-0.16754625234843154,-0.13949005990280253,-0.16430525128835732
20,-0.1473746660580138,-0.1611060326304931,-0.16754724247344716,-0.13983397652063323,-0.1647149764107233
21,-0.14742080589651207,-0.16146880517923212,-0.1675300084102041,-0.14017279763649312,-0.16575180447390025
22,-0.1474625751219586,-0.1618285781503542,-0.167538740840862,-0.14050659874583496,-0.16555973253000475
23,-0.14750063164421442,-0.162185383556074,-0.16754405480624524,-0.14407176904202312,-0.16661651773816624
24,-0.1475355011262859,-0.1624769708038047,-0.16754669615534631,-0.14431346664147,-0.16623711246904013
25,-0.14768681227664068,-0.16272382639189137,-0.16754724247344718,-0.14455159981856214,-0.1674735862101922
26,-0.14778643587116855,-0.1629679536909908,-0.16753625253517496,-0.14478622113942646,-0.1669696982718292
27,-0.14786549930144138,-0.16320938652365702,-0.16754177399270978,-0.14751249537510913,-0.16804148134297628
28,-0.14793341431400733,-0.16344815826222375,-0.16754520068245135,-0.14768902653117483,-0.1675843224508283
29,-0.14799445130047215,-0.16362064565524062,-0.16754691914012787,-0.1478629638666949,-0.1687431289684344
30,-0.1480512679700067,-0.16375285423752414,-0.16754724247344724,-0.1480343454933844,-0.16838020416800148
31,-0.1481052733713167,-0.16388338754534681,-0.16753968974227776,-0.1501805943095723,-0.16949908944766703
32,-0.14815743982308394,-0.1640122670728116,-0.16754347464654884,-0.15031369837955655,-0.16887504554839544
33,-0.14820833350903023,-0.16413951403410007,-0.1675458510571647,-0.150444852503866,-0.17004954481782356
34,-0.14825838193608415,-0.16426514936718267,-0.167547044231737,-0.1505740852487841,-0.16888660246042653
35,-0.14830803830152242,-0.16438919373747804,-0.16754724247344724,-0.15070142476209608,-0.17052268734897907
36,-0.14835768151052617,-0.16451166754146337,-0.16754177399270978,-0.15232494670654814,-0.1692093474902767
37,-0.14840763878070407,-0.16463259091023572,-0.16754451786641264,-0.15242757374175914,-0.17135673411300112
38,-0.14845820097233542,-0.1647519837130254,-0.16754625234843157,-0.15252870077698238,-0.16959541979121398
39,-0.14850963335891162,-0.16486986556066188,-0.16754711991492488,-0.15262834973626505,-0.1712227576584041
40,-0.14856218343774233,-0.16498625580899268,-0.16754724247344724,-0.1539697639524689,-0.17005513786863885
41,-0.14861608676252006,-0.16510117356225648,-0.167543128179921,-0.15405179650940556,-0.17158891084793967
42,-0.14866475978944949,-0.1652146376764105,-0.16754520068245132,-0.15413263238113503,-0.1700510565867707
43,-0.14871065354739668,-0.1653266667624132,-0.16754651547035718,-0.15421228902481945,-0.17210047827079275
44,-0.14875460964167367,-0.16543727918946216,-0.16754716827117042,-0.15429078364295162,-0.17031255549749003
45,-0.14879716575181048,-0.16554649308818922,-0.16754724247344724,-0.15536033061327603,-0.17192239159348124
46,-0.14883852225148533,-0.1656543263538118,-0.16754405480624526,-0.15542657153591943,-0.17074447377521468
47,-0.14887885715614627,-0.16576079664924215,-0.16754567006439194,-0.15549184764706145,-0.1722615519043738
48,-0.14891830694007438,-0.1658659214081545,-0.16754669615534631,-0.15555617299936506,-0.17071686593269716
49,-0.14895710665067974,-0.16596971783801118,-0.16754720044941412,-0.15561956144081232,-0.17275219842551207
50,-0.14899543000181328,-0.16607220292304795,-0.16754724247344718,-0.15649149598872958,-0.17095880260515695
51,-0.14903328798024104,-0.1661724701954316,-0.16754471495319298,-0.156546080463772,-0.17255463403147037
52,-0.14907066773037095,-0.16623045756320054,-0.1675460053492277,-0.15659987092967678,-0.17137311051178247
53,-0.14910753517752776,-0.16628771714525029,-0.16754682481410388,-0.15665287893644317,-0.17287602021111162
54,-0.1491438365533415,-0.16634425808980755,-0.16754722253387283,-0.15670511586605662,-0.1713295402945822
55,-0.14917949916254283,-0.16640008942990778,-0.16754724247344716,-0.15742919346372836,-0.17335110124792494
56,-0.1492144315991681,-0.1664552200848482,-0.16754520068245127,-0.15747493382339445,-0.1715556431976494
57,-0.14924852354333235,-0.16650965886162278,-0.1675462523484315,-0.15752000954365825,-0.1731385701953174
58,-0.14928164522280324,-0.16656341445633893,-0.16754691914012781,-0.1575644302821958,-0.17195478674016823
59,-0.1493140412223958,-0.16661649545561666,-0.16754723805290872,-0.15760820555634963,-0.17344449090267816
60,-0.14934596106296025,-0.16666891033796924,-0.16754724247344713,-0.15821892183994563,-0.17189728541510998
61,-0.14937745985625442,-0.16672066747516726,-0.1675455676459962,-0.1582577951649625,-0.1742106271070672
62,-0.1494086963149871,-0.16677177513358504,-0.16754643897488775,-0.15829610415320924,-0.17222781000627485
63,-0.14943971888780158,-0.16682224147553001,-0.16754698997118533,-0.158333856997348,-0.17391621540972008
64,-0.14947053291872306,-0.16687207456055533,-0.16754724915509028,-0.1588742007191116,-0.17244076500631203
65,-0.14950113785766814,-0.16692128234675596,-0.16754724247344716,-0.1589080392779512,-0.17410476688097581
66,-0.1495315293610092,-0.16696987269204824,-0.16754585105716463,-0.15894138699183888,-0.17242848779309836
67,-0.14956170091593093,-0.16701785335543384,-0.16754658299900999,-0.15897425098072238,-0.17451312950605855
68,-0.1495915718424174,-0.16706523199824633,-0.16754704423173694,-0.15900663826127076,-0.17282260034760047
69,-0.14962107105902347,-0.16708348257408043,-0.16754725720226776,-0.15947232962664137,-0.17482892534379182
70,-0.14965019428030757,-0.16709013804164807,-0.16754724247344718,-0.1595016731178807,-0.17317175189360476
71,-0.14967894002351637,-0.16709669800313498,-0.16754607405731775,-0.15953059126835345,-0.1748557594714792
72,-0.14970731081119085,-0.16710316382905502,-0.16754669615534631,-0.159559090243474,-0.17296843570881276
73,-0.14973531444139662,-0.16710953687025534,-0.16754708650462397,-0.15958717611928633,-0.17521169081525945
74,-0.1497629653524708,-0.16711581845819845,-0.16754726308700074,-0.15999264310536818,-0.1734839442107507
75,-0.149790286106364,-0.16712200990524015,-0.1675472424734472,-0.16001832815522216,-0.17507871869147212
76,-0.14981728829906535,-0.16712811250490406,-0.16754625234843154,-0.16004364112482167,-0.17338053443313486
77,-0.14984397854239345,-0.16713412753215168,-0.1675467864361186,-0.1600685874042171,-0.1749781915301411
78,-0.14987031903416276,-0.16714005624364878,-0.16754711991492488,-0.16009317230537823,-0.17316872316076087
79,-0.14989605287026056,-0.1671458998780279,-0.16754726741107323,-0.16044937097068607,-0.17565779563916875
80,-0.14992118547165162,-0.16715165965614742,-0.16754724247344724,-0.1604720387888895,-0.17363709446948128
81,-0.1499457200735337,-0.1671573367813459,-0.16754639688002057,-0.1604943784147474,-0.1750458260786285
82,-0.14996966004607937,-0.1671629324396944,-0.16754685943097133,-0.16051639459994174,-0.17357778985177932
83,-0.14999300913357022,-0.16716844780024367,-0.1675471466490546,-0.1605380920273526,-0.17555634879956003
84,-0.15001584486184302,-0.16717388401526867,-0.16754727059017457,-0.1608534862337476,-0.17391753018949369
85,-0.15003823621160867,-0.16717924222050903,-0.16754724247344724,-0.16087363646142233,-0.17610712166004452
86,-0.1500601876606115,-0.16718452353540664,-0.1675465154703572,-0.16089349508910816,-0.17378441327849728
87,-0.1500817041761642,-0.1671897290633393,-0.1675469191401279,-0.1609130663366383,-0.1756839997175375
88,-0.1501027910792151,-0.16719485989185132,-0.1675471682711704,-0.160932354362773,-0.17390257229535075
89,-0.15012345383211204,-0.16719991709288076,-0.16754727291752408,-0.16121358294706914,-0.17624025771033716
90,-0.15014369774189965,-0.16720490172298336,-0.16754724247344724,-0.16123161066146152,-0.17397199416446218
91,-0.15016352756896292,-0.16720981482355318,-0.16754661381854613,-0.1612493776049125,-0.17615987719753654
92,-0.15018294702885135,-0.16721465742104039,-0.16754696848453177,-0.1612668875494747,-0.17395034268487858
93,-0.1502019593648694,-0.16721943052716545,-0.1675471859223289,-0.1612841442126378,-0.17583888772770115
94,-0.1502206092918505,-0.1672241351391307,-0.16754727460375932,-0.1615364855962184,-0.17447208229150787
95,-0.1502391589948121,-0.16722877223982857,-0.16754724247344724,-0.16155270730111188,-0.17560216452059255
96,-0.15025760779949765,-0.167233342798047,-0.16754669615534634,-0.16156869445092464,-0.17429327515411477
97,-0.15027595705427618,-0.16723784776867173,-0.1675470096352639,-0.16158445043716668,-0.17651775416536192
98,-0.15029420817638642,-0.16724228809288602,-0.16754720044941418,-0.16159997860231087,-0.17418942819902017
99,-0.1503123626488128,-0.16724666469836694,-0.16754727580263218,-0.16182768087305596,-0.17661198237248746
100,-0.15033042200585317,-0.16725097849947948,-0.1675472424734472,-0.16184235311198905,-0.1745010715357476
101,-0.15034838781236207,-0.16725523039746754,-0.16754676567274143,-0.1618568132753157,-0.17601721286555105
102,-0.1503662616362626,-0.16725942128064206,-0.16754704423173697,-0.1618710644284205,-0.17407217856176116
103,-0.15038404501764366,-0.1672635520245667,-0.16754721249069632,-0.16208181894534804,-0.17742316244657338
104,-0.15040173944024765,-0.16726762349224078,-0.16754727662796337,-0.16209533683322772,-0.17462022228112334
105,-0.15041934630769047,-0.16727163653427957,-0.16754724247344727,-0.16210865939482944,-0.17646920345037684
106,-0.15043686692861388,-0.1672755919890921,-0.16754682481410393,-0.16212178945251268,-0.17450508950642907
107,-0.15045430251568456,-0.16727949068305598,-0.16754707352951856,-0.16213472978785737,-0.17683270643806442
108,-0.15047165420422912,-0.1672833334306905,-0.16754722253387289,-0.1623264652992004,-0.17443518235745226
109,-0.15048892309732445,-0.16728712103482646,-0.16754727716506843,-0.16233879336600196,-0.17724463077068733
110,-0.15050611028566216,-0.16729085428677412,-0.16754724247344727,-0.1623509433521056,-0.17460255438405697
111,-0.15052321685610895,-0.16729453396648838,-0.1675468754742781,-0.16236291782990925,-0.17695333615494793
112,-0.15054024389306764,-0.1672981608427317,-0.1675470985025189,-0.16237471933465789,-0.17474909661853325
113,-0.1505571924768251,-0.1673017356732349,-0.16754723095622695,-0.16254990650671708,-0.17542145856635807
114,-0.15057406367937357,-0.16730525920485526,-0.167547277478607,-0.1625611943150284,-0.1747681499210011
115,-0.150590858559233,-0.1673087321737327,-0.1675472424734473,-0.1625723191140036,-0.1766772733853868
116,-0.15060757815616535,-0.1673121553054435,-0.16754691914012795,-0.16258328325768848,-0.1743149130618626
117,-0.1506242234864755,-0.16731552931515195,-0.16754711991492494,-0.16259408906613648,-0.17617892601545415
118,-0.15064079553933224,-0.1673188549077596,-0.1675472380529089,-0.16275478957773723,-0.17436650041484453
119,-0.150657295274591,-0.16732213277805283,-0.16754727761806706,-0.16276516261323376,-0.17676209231217702
120,-0.15067372362242476,-0.1673253636108476,-0.16754724247344735,-0.16277538588752874,-0.1744228974848371
121,-0.1506900814847261,-0.16732854808113296,-0.16754695699093064,-0.1627854615628068,-0.1772415681665441
122,-0.15070636973809431,-0.16733168685421176,-0.16754713837267482,-0.16279539177003566,-0.174624436834294
123,-0.15072258923794915,-0.16733478058583967,-0.16754724405717605,-0.16294333930985286,-0.17696487451069368
124,-0.15073874082297478,-0.1673378299223624,-0.16754727762165653,-0.16295290364515974,-0.17477674531902787
125,-0.15075482531868856,-0.16734083550085052,-0.16754675266857502,-0.16296232992699583,-0.17544944807809607
126,-0.15077084353842693,-0.1673437979492326,-0.1675469899711855,-0.1629716201480511,-0.17479782174509437
127,-0.1507867962831625,-0.16734671788642644,-0.16754715436084364,-0.1629807762722538,-0.17670371797747256
128,-0.15080268434078287,-0.1673495959224684,-0.16754724915509045,-0.16311743907071127,-0.17435194379494845
129,-0.1508185084852496,-0.1673524326586407,-0.16754727751910378,-0.16312628498526244,-0.1762133083097428
130,-0.15083426947581458,-0.1673552286875973,-0.16754680227098537,-0.16313500324361963,-0.1744068382621924
131,-0.15084996805645684,-0.16735798459348744,-0.16754701884415474,-0.16314359568799916,-0.17679798379068942
132,-0.15086560495561438,-0.1673607009520779,-0.1675471682711705,-0.163152064134034,-0.17446436039611
133,-0.1508811808862367,-0.16736337833087314,-0.1675472534963344,-0.16327869375051104,-0.17727543393548922
134,-0.15089669654614005,-0.16736601728923384,-0.1675472773336987,-0.16328689856913425,-0.17466505543128005
135,-0.15091215261862131,-0.16736861837849404,-0.16754684600474581,-0.16329498500690215,-0.17700211046837225
136,-0.15092754977325176,-0.167371182142076,-0.16754704423173705,-0.16330295477183773,-0.174818036268685
137,-0.1509428886667493,-0.16737370911560387,-0.1675471804225784,-0.16331080954732208,-0.1754880306762007
138,-0.15095816994382255,-0.16737619982701563,-0.16754725720226782,-0.16342847930539436,-0.1748388805499379
139,-0.15097339423788644,-0.16737865479667322,-0.1675472770837976,-0.1634361096454578,-0.1767418052713848
140,-0.15098856217157053,-0.16738107453747156,-0.16754688472535736,-0.16344362991380645,-0.1743927722636551
141,-0.15100367435698545,-0.16738345955494532,-0.1675470666445124,-0.1634510416982829,-0.17625114847274184
142,-0.15101873139578825,-0.16738581034737499,-0.1675471910766488,-0.16356219711419012,-0.17444743047498734
143,-0.15103373387919355,-0.16738812740589043,-0.16754726037199819,-0.16356941225835483,-0.17683637759071036
144,-0.1510486823880015,-0.16739041121457396,-0.1675472767839451,-0.16357652333847614,-0.1745047608636762
145,-0.15106357749267563,-0.16739266225056135,-0.1675469191401279,-0.16358353185547078,-0.17731252110301313
146,-0.15107841975348205,-0.16739488098414126,-0.16754708650462405,-0.16359043928860506,-0.17470459520758044
147,-0.15109320972068943,-0.167397067878854,-0.1675472004494142,-0.16369416088609584,-0.17703610871014014
148,-0.15110794793481994,-0.1673992233915877,-0.16754726308700085,-0.1637009007436581,-0.17485550633899122
149,-0.15112263492693603,-0.16740134797267445,-0.16754727644571824,-0.16370754340816376,-0.1759617484082815
150,-0.15113727121894385,-0.16740344206598387,-0.16754694983773544,-0.16371409028119788,-0.17464075284318703
151,-0.1511518573238975,-0.16740550610901622,-0.16754710416338114,-0.16372054274413528,-0.17745062957704477
152,-0.15116639374628554,-0.16740754053299348,-0.1675472087204341,-0.16381755675321408,-0.17473656169591745
153,-0.15118088098228905,-0.16740954576294959,-0.16754726541467016,-0.16382386639168195,-0.17657545885665715
154,-0.15119531952000323,-0.1674115222178193,-0.1675472760783677,-0.1638300850550867,-0.17465284383675406
155,-0.15120970983962323,-0.16741347031052567,-0.16754697731115828,-0.16383621405514745,-0.17695665574756442
156,-0.15122405241359813,-0.1674153904480662,-0.167547119914925,-0.16384225468466682,-0.17459683808422546
157,-0.15123834770676586,-0.16741728303159809,-0.16754721603984338,-0.16393319584610075,-0.17745232315072126
158,-0.1512525961764813,-0.16741914845652178,-0.1675472674110733,-0.16393911481060203,-0.17480166463120894
159,-0.15126679827275052,-0.1674209871125639,-0.1675472756893089,-0.16394494844523458,-0.17714017428781448
160,-0.1512809544383745,-0.16742279938385835,-0.1675470019756164,-0.16395069798014036,-0.17493580629981703
161,-0.15129506510910193,-0.16742458564902668,-0.16754713400693053,-0.1639563646277345,-0.17603278019154414
162,-0.15130913071378846,-0.16742634628125727,-0.1675472225338729,-0.16404179012166842,-0.17471106750990326
163,-0.15132315167455848,-0.16742808164838335,-0.16754726912310305,-0.1640473532576677,-0.17752858404159044
164,-0.15133712840696678,-0.16742979211295958,-0.16754727528450103,-0.164052836204405,-0.17479577067866547
165,-0.15135106132015516,-0.16743147803233793,-0.16754702418272374,-0.16405824011776096,-0.17663021593035122
166,-0.15136495081700338,-0.16743313975874258,-0.16754714664905468,-0.1640635661369534,-0.1747015697626036
167,-0.15137879729427128,-0.16743477763934303,-0.16754722830920774,-0.16414396704769316,-0.17700301435678528
168,-0.1513926011427323,-0.16743639201632704,-0.16754727059017466,-0.1641492051806411,-0.17508346232210065
169,-0.15140636274729888,-0.16743798322697195,-0.16754727486874177,-0.1641543678186821,-0.17691771877825344
170,-0.15142008248714042,-0.1674395516037151,-0.16754704423173702,-0.16415945604989146,-0.17458652676814765
171,-0.1514337607357965,-0.16744109747422345,-0.16754715801965483,-0.16416447094666237,-0.17697361838551426
172,-0.15144739786128592,-0.1674426211614618,-0.1675472334564529,-0.16424028175668834,-0.17484647063343933
173,-0.1514609942262149,-0.16744412298376057,-0.16754727184557208,-0.16424522225682964,-0.17633160405964998
174,-0.15147455018788394,-0.16744560325488203,-0.16754727444589768,-0.16425009156028847,-0.17483870661778478
175,-0.15148806609839457,-0.1674470622840859,-0.16754706237856062,-0.16425489069306767,-0.17759231111266413
176,-0.15150154230475574,-0.16744850037619413,-0.16754716827117042,-0.16425962066638466,-0.17484477155022587
177,-0.15151497914898793,-0.16744991783165447,-0.1675472380529088,-0.16433122716314422,-0.17667535414905042
178,-0.15152837696822624,-0.16745131494660306,-0.1675472729175241,-0.16433589441752658,-0.17474214736318525
179,-0.15154173609481958,-0.16745269201292673,-0.16754727401908606,-0.16434049442057866,-0.17704413121157622
180,-0.15155505685642778,-0.1674540493183236,-0.16754707884300338,-0.16434502814133883,-0.17512556349701724
181,-0.1515683395761152,-0.1674553871463633,-0.1675471775344616,-0.1643494965348774,-0.17695811991725952
182,-0.15158158457244067,-0.16745670577654626,-0.16754724216480896,-0.16441724243105177,-0.17462186324614395
183,-0.15159475811522155,-0.1674580054843621,-0.16754727383007006,-0.16442165824005625,-0.1770090621143318
184,-0.15160780182332917,-0.16745928654134712,-0.16754727359081845,-0.1644260104277098,-0.17487899136440158
185,-0.15162071625547358,-0.16746054921514106,-0.16754709381466398,-0.1644302999106471,-0.17598530118385353
186,-0.15163350196326422,-0.16746179376954304,-0.16754718592232887,-0.16443452759229302,-0.17474702482690296
187,-0.15164615949131893,-0.1674630204645667,-0.16754724584913366,-0.16449872009691272,-0.17754233143473747
188,-0.15165868937737018,-0.16746422955649445,-0.1675472746037593,-0.16450290400903325,-0.17482641541649172
189,-0.15167109215236924,-0.167465421297931,-0.16754727316311502,-0.1645070276470486,-0.17665399707621685
190,-0.1516833683405884,-0.16746659593785626,-0.16754710745773158,-0.16451109187927662,-0.17473608300140253
191,-0.15169551845972037,-0.16746775372167716,-0.1675471935323855,-0.16457257596746533,-0.17703219630087436
192,-0.15170754302097547,-0.1674688948912792,-0.16754724915509037,-0.1645766027334179,-0.17467655135316393
193,-0.15171944252917652,-0.16747001968507663,-0.16754727525622148,-0.16458057149481492,-0.1775287656413854
194,-0.1517312174828506,-0.16747112833806263,-0.16754727273759668,-0.16458448308719845,-0.17488083149252678
195,-0.15174286837431875,-0.16747222108185802,-0.1675471199149249,-0.16458833833407394,-0.1772148643967088
196,-0.15175439568978316,-0.1674732981447601,-0.16754720044941418,-0.1646467269537823,-0.17501268345999987
197,-0.15176579990941141,-0.1674743597517899,-0.1675472521253271,-0.1646505516404866,-0.17610073724631697
198,-0.1517770815074189,-0.1674754061247395,-0.16754727580263218,-0.16465432123866067,-0.17478564790281526
199,-0.15178827499519829,-0.16747643748221824,-0.1675472723155581,-0.16465803654176822,-0.17759903116519193
200,-0.15179943953246808,-0.16747745403969835,-0.16754713131074,-0.16466169833184405,-0.1748682060256763
